URL,TAG,QUERY,HOST,TLD
http://www.nct.org.uk/birth/vaginal-birth-after-caesarean-vbac%23What%2520if%2520I%2520get%2520pregnant%2520soon%2520after%2520birth%2520by%2520caesarean%3F&rct=j&q=Caesarean&usg=AFQjCNFbdz1CeDt_s2ZJ1YliNaYvbHrEKg&sa=X&ei=r9p3UeOwIeGd7gaivIHoBw&ved=0CIMEEMoEMEk,C,Caesarean,nct.org.uk,.org.uk
http://www.nct.org.uk/birth/what-happens-during-elective-or-emergency-caesarean-section,M,Caesarean,nct.org.uk,.org.uk
http://www.netdoctor.co.uk/health_advice/facts/caesarian.htm,M,Caesarean,netdoctor.co.uk,.co.uk
http://www.netmums.com/pregnancy/labour-and-birth/caesarean-birth-qa,M,Caesarean,netmums.com,.com
http://www.netmums.com/pregnancy/labour-and-birth/caesarean-birth-qa,C,Caesarean,netmums.com,.com
http://www.news-medical.net/health/Cesarean-Section-Types.aspx,M,Cesarean,news-medical.net,.net
http://www.news-medical.net/health/Cesarean-What-is-a-Cesarean-Section.aspx,M,Cesarean,news-medical.net,.net
http://www.newser.com/story/165841/kardashian-wants-c-section-at-8-months-source.html,C,C-Section,newser.com,.com
http://www.newser.com/story/165841/kardashian-wants-c-section-at-8-months-source.html,V,C-Section,newser.com,.com
http://www.nhs.uk/conditions/Caesarean-section/Pages/Introduction.aspx,M,C-Section,nhs.uk,.uk
http://www.nhs.uk/conditions/Caesarean-section/Pages/Introduction.aspx,C,C-Section,nhs.uk,.uk
http://www.nhs.uk/Conditions/Caesarean-section/Pages/Recovery.aspx,M,Caesarean,nhs.uk,.nhs.uk
http://www.nhs.uk/Conditions/Caesarean-section/Pages/Risks.aspx,M,Caesarean,nhs.uk,.nhs.uk
http://www.nhs.uk/Conditions/Caesarean-section/Pages/Why-is-it-necessary.aspx,M,Caesarean,nhs.uk,.nhs.uk
http://www.nhs.uk/Conditions/Caesarean-section/Pages/Why-is-it-necessary.aspx,C,Caesarean,nhs.uk,.nhs.uk
http://www.nhs.uk/conditions/pregnancy-and-baby/pages/caesarean-section.aspx,M,Caesarean,nhs.uk,.nhs.uk
http://www.nhs.uk/news/2013/02February/Pages/C-section-link-to-asthma-uncertain.aspx,M,Caesarean,nhs.uk,.nhs.uk
http://www.nhs.uk/news/2013/02February/Pages/C-section-link-to-asthma-uncertain.aspx,C,Caesarean,nhs.uk,.nhs.uk
http://www.nice.org.uk/CG132,M,Caesarean,nice.org.uk,.org.uk
http://www.nice.org.uk/page.aspx?o=113190,M,Caesarean,nice.org.uk,.org.uk
http://www.nichd.nih.gov/health/topics/obstetrics/conditioninfo/Pages/after-cesarean.aspx,M,Cesarean delivery,nichd.nih.gov,.gov
http://www.nichd.nih.gov/health/topics/obstetrics/conditioninfo/pages/risks.aspx,M,Cesarean delivery,nichd.nih.gov,.gov
http://www.nichd.nih.gov/health/topics/obstetrics/conditioninfo/pages/risks.aspx,C,Cesarean delivery,nichd.nih.gov,.gov
http://www.nichd.nih.gov/health/topics/pregnancy/conditioninfo/Pages/cesarean.aspx,M,Cesarean delivery,nichd.nih.gov,.gov
http://www.nih.gov/news/pr/mar2006/od-29.htm,M,Caesarean delivery,nih.gov,.gov
http://www.nih.gov/news/pr/mar2006/od-29.htm,C,Caesarean delivery,nih.gov,.gov
http://www.nlm.nih.gov/exhibition/cesarean/part1.html,M,Cesarean,nlm.nih.gov,.gov
http://www.nlm.nih.gov/exhibition/cesarean/part2.html,M,Cesarean,nlm.nih.gov,.gov
http://www.nlm.nih.gov/exhibition/cesarean/part3.html,M,Cesarean,nlm.nih.gov,.gov
http://www.nlm.nih.gov/exhibition/cesarean/part4.html,M,Cesarean,nlm.nih.gov,.gov
http://www.nlm.nih.gov/exhibition/cesarean/part4.html,C,Cesarean,nlm.nih.gov,.gov
http://www.nlm.nih.gov/medlineplus/cesareansection.html,M,C-Section,nlm.nih.gov,.gov
http://www.nlm.nih.gov/medlineplus/ency/article/002911.htm,M,C-Section,nlm.nih.gov,.gov
http://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000589.htm,M,C-Section,nlm.nih.gov,.gov
http://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000620.htm,M,C-Section,nlm.nih.gov,.gov
http://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000624.htm,M,C-Section,nlm.nih.gov,.gov
http://www.nursingtimes.net/nursing-practice/clinical-zones/continence/does-caesarean-delivery-prevent-anal-incontinence/5029202.article,M,Caesarean delivery,nursingtimes.net,.net
http://www.nytimes.com/1982/02/25/us/obstetric-panel-says-caesarean-delivery-needn-t-set-pattern.html,M,Caesarean delivery,nytimes.com,.com
http://www.nytimes.com/1982/02/25/us/obstetric-panel-says-caesarean-delivery-needn-t-set-pattern.html,C,Caesarean delivery,nytimes.com,.com
http://www.nytimes.com/1987/11/25/us/wide-appeal-filed-on-forced-caesarean-delivery.html,C,Caesarean delivery,nytimes.com,.com
http://www.nytimes.com/1987/11/25/us/wide-appeal-filed-on-forced-caesarean-delivery.html,E,Caesarean delivery,nytimes.com,.com
http://www.nytimes.com/2013/03/05/health/rate-of-caesarean-deliveries-varies-widely-across-us.html,M,Caesarean,nytimes.com,.com
http://www.nytimes.com/2013/03/05/health/rate-of-caesarean-deliveries-varies-widely-across-us.html,C,Caesarean,nytimes.com,.com
http://www.nzherald.co.nz/lifestyle/news/article.cfm?c_id=6&objectid=10874628,M,Caesarean,nzherald.co.nz,.co.nz
http://www.nzherald.co.nz/lifestyle/news/article.cfm?c_id=6&objectid=10874628,C,Caesarean,nzherald.co.nz,.co.nz
http://www.omaha.com/article/20130328/LIVEWELL01/130329648,M,C-Section,omaha.com,.com
http://www.omaha.com/article/20130328/LIVEWELL01/130329648,C,C-Section,omaha.com,.com
http://www.orlive.com/halifaxhealth/videos/c-section-procedure,M,C-Section,orlive.com,.com
http://www.pantagraph.com/news/local/osf-st-joseph-adding-second-c-section-room/article_53a1404a-a952-11e2-82b7-001a4bcf887a.html,M,C-Section,pantagraph.com,.com
http://www.pantagraph.com/news/local/osf-st-joseph-adding-second-c-section-room/article_53a1404a-a952-11e2-82b7-001a4bcf887a.html,C,C-Section,pantagraph.com,.com
http://www.parenting.com/article/owning-your-c-section,E,C-Section,parenting.com,.com
http://www.parentingnation.in/Post-Pregnancy/care-after-cesarean-delivery_16,M,CS delivery,parentingnation.in,.in
http://www.parentingnation.in/Post-Pregnancy/care-after-cesarean-delivery_16,C,CS delivery,parentingnation.in,.in
http://www.parents.com/advice/pregnancy-birth/giving-birth/can-i-give-birth-vaginally-after-a-c-section/,M,C-Section,parents.com,.com
http://www.parents.com/advice/pregnancy-birth/giving-birth/can-i-give-birth-vaginally-after-a-c-section/,C,C-Section,parents.com,.com
http://www.parents.com/advice/pregnancy-birth/giving-birth/can-i-give-birth-vaginally-after-a-c-section/,E,C-Section,parents.com,.com
http://www.parents.com/pregnancy/giving-birth/cesarean/breastfeeding-after-c-section/,M,C-Section,parents.com,.com
http://www.parents.com/pregnancy/giving-birth/cesarean/c-section-what-to-expect/,C,C-Section,parents.com,.com
http://www.parents.com/pregnancy/giving-birth/cesarean/c-section-what-to-expect/,E,C-Section,parents.com,.com
http://www.parentsconnect.com/pregnancy/c-section/why_emergency_c_section.html,M,C-Section,parentsconnect.com,.com
http://www.patient.co.uk/doctor/Delay-in-Second-Stage-of-Labour-and-Use-of-Forceps.htm,M,Operative delivery,patient.co.uk,.co.uk
http://www.pih.org/blog/new-study-obstructed-labor-and-caesarean-delivery-the-cost-and-benefit-of-s,M,Caesarean delivery,pih.org,.org
http://www.pih.org/blog/new-study-obstructed-labor-and-caesarean-delivery-the-cost-and-benefit-of-s,C,Caesarean delivery,pih.org,.org
http://www.pindaraprivate.com.au/Maternity/caesarean-delivery.aspx,M,Caesarean delivery,pindaraprivate.com.au,.com.au
http://www.rcm.org.uk/midwives/features/postnatal-depression-following-operative-delivery-/,M,Operative delivery,rcm.org.uk,.org.uk
http://www.rcm.org.uk/midwives/features/postnatal-depression-following-operative-delivery-/,C,Operative delivery,rcm.org.uk,.org.uk
http://www.rcog.org.uk/news/bjog-release-operative-delivery-risk-women-who-have-had-early-periods,M,Operative delivery,rcog.org.uk,.org.uk
http://www.rcog.org.uk/stratog/page/operative-delivery-rates,M,Operative delivery,rcog.org.uk,.org.uk
http://www.rcog.org.uk/stratog/tutorial/caesarean-section,M,Caesarean,rcog.org.uk,.org.uk
http://www.rcog.org.uk/womens-health/clinical-guidance/birth-after-previous-caesarean-birth-green-top-45,M,Caesarean,rcog.org.uk,.org.uk
http://www.rcog.org.uk/womens-health/clinical-guidance/birth-after-previous-caesarean-birth-green-top-45,C,Caesarean,rcog.org.uk,.org.uk
http://www.rcog.org.uk/womens-health/clinical-guidance/caesarean-section-consent-advice,M,Caesarean,rcog.org.uk,.org.uk
http://www.rte.ie/news/2013/0309/375831-high-court-waterford-hospital/,M,Caesarean,rte.ie,.ie
http://www.rte.ie/news/2013/0309/375831-high-court-waterford-hospital/,C,Caesarean,rte.ie,.ie
http://www.rte.ie/news/2013/0309/375831-high-court-waterford-hospital/,E,Caesarean,rte.ie,.ie
http://www.salon.com/2012/11/06/my_awesome_c_section/,M,C-Section,salon.com,.com
http://www.salon.com/2012/11/06/my_awesome_c_section/,C,C-Section,salon.com,.com
http://www.salon.com/2012/11/06/my_awesome_c_section/,E,C-Section,salon.com,.com
http://www.samcoultersmith.ie/the-birth/labour-delivery,M,Operative delivery,samcoultersmith.ie,.ie
http://www.sciencedaily.com/releases/2005/02/050213133726.htm,M,Caesarean delivery,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2005/02/050213133726.htm,C,Caesarean delivery,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2013/02/130211134842.htm,M,Cesarean,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2013/02/130211134842.htm,C,Cesarean,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2013/02/130225091904.htm,M,C-Section,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2013/02/130225091904.htm,C,C-Section,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2013/03/130305131255.htm,M,Cesarean delivery,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2013/03/130305131255.htm,C,Cesarean delivery,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2013/03/130318180408.htm,M,Cesarean delivery,sciencedaily.com,.com
http://www.sciencedaily.com/releases/2013/03/130318180408.htm,C,Cesarean delivery,sciencedaily.com,.com
http://www.shvoong.com/medicine-and-health/gynecology/1975885-risk-factors-emergency-cesarean-delivery/,M,CS delivery,shvoong.com,.com
http://www.slate.com/articles/double_x/doublex/2012/01/cesarean_nation_why_do_nearly_half_of_chinese_women_deliver_babies_via_c_section_.html,M,Cesarean,slate.com,.com
http://www.slate.com/articles/double_x/doublex/2012/01/cesarean_nation_why_do_nearly_half_of_chinese_women_deliver_babies_via_c_section_.html,C,Cesarean,slate.com,.com
http://www.slate.com/articles/double_x/doublex/2012/01/cesarean_nation_why_do_nearly_half_of_chinese_women_deliver_babies_via_c_section_.html,E,Cesarean,slate.com,.com
http://www.startribune.com/lifestyle/health/195072291.html,M,C-Section,startribune.com,.com
http://www.startribune.com/lifestyle/health/195072291.html,C,C-Section,startribune.com,.com
http://www.surgerysquad.com/surgeries/virtual-c-section-cesarean-surgery/,M,C-Section,surgerysquad.com,.com
http://www.tehrantimes.com/health/3786-cesarean-delivery-weakens-kids-immune-system-professor,C,CS delivery,tehrantimes.com,.com
http://www.telegraph.co.uk/health/healthnews/9862579/Caesarean-deliveries-and-formula-feeding-linked-to-lifelong-diseases-research.html,M,Caesarean,telegraph.co.uk,.co.uk
http://www.telegraph.co.uk/health/healthnews/9862579/Caesarean-deliveries-and-formula-feeding-linked-to-lifelong-diseases-research.html,C,Caesarean,telegraph.co.uk,.co.uk
"http://www.termedia.pl/Focusing-on-Caesarean-section-8211-subjective-indications-for-abdominal-delivery,5,11495,0,1.html",M,Abdominal delivery,termedia.pl,.pl
"http://www.termedia.pl/Focusing-on-Caesarean-section-8211-subjective-indications-for-abdominal-delivery,5,11495,0,1.html",C,Abdominal delivery,termedia.pl,.pl
http://www.theaustralian.com.au/news/mum-dies-during-caesarean-delivery-at-hospital/story-e6frg6n6-1226522331594,M,Caesarean delivery,theaustralian.com.au,.com.au
http://www.theaustralian.com.au/news/mum-dies-during-caesarean-delivery-at-hospital/story-e6frg6n6-1226522331594,C,Caesarean delivery,theaustralian.com.au,.com.au
http://www.theaustralian.com.au/news/mum-dies-during-caesarean-delivery-at-hospital/story-e6frg6n6-1226522331594,E,Caesarean delivery,theaustralian.com.au,.com.au
http://www.theglobeandmail.com/life/health-and-fitness/health-navigator/c-section-babies-missing-crucial-gut-bacteria-study-finds/article8440728/,M,C-Section,theglobeandmail.com,.com
http://www.theglobeandmail.com/life/health-and-fitness/health-navigator/c-section-babies-missing-crucial-gut-bacteria-study-finds/article8440728/,C,C-Section,theglobeandmail.com,.com
http://www.thespec.com/news/local/article/908350--mac-study-finds-c-section-may-affect-allergy-and-asthma-rates,M,C-Section,thespec.com,.com
http://www.thespec.com/news/local/article/908350--mac-study-finds-c-section-may-affect-allergy-and-asthma-rates,C,C-Section,thespec.com,.com
http://www.tommys.org/page.aspx?pid=1000,M,Caesarean delivery,tommys.org,.org
http://www.tommys.org/page.aspx?pid=1000,C,Caesarean delivery,tommys.org,.org
http://www.turnto23.com/lifestyle/health/doctors-warn-against-c-section-birth-due-to-several-reasons,M,C-Section,turnto23.com,.com
http://www.turnto23.com/lifestyle/health/doctors-warn-against-c-section-birth-due-to-several-reasons,C,C-Section,turnto23.com,.com
http://www.ukmsa.org/index.php/?p=3117,M,Operative delivery,ukmsa.org,.org
http://www.ukmsa.org/index.php/?p=3117,C,Operative delivery,ukmsa.org,.org
http://www.umm.edu/ency/article/002911.htm,M,Abdominal delivery,umm.edu,.edu
http://www.uptodate.com/contents/anesthesia-for-cesarean-delivery,M,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/c-section-cesarean-delivery-beyond-the-basics,M,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/c-section-cesarean-delivery-beyond-the-basics,C,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/cesarean-delivery-on-maternal-request,M,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/cesarean-delivery-on-maternal-request,C,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/cesarean-delivery-postoperative-issues,M,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/cesarean-delivery-technique,M,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/cesarean-delivery-technique,C,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/repeat-cesarean-delivery,M,Cesarean delivery,uptodate.com,.com
http://www.uptodate.com/contents/vaginal-birth-after-cesarean-delivery-vbac-beyond-the-basics,M,Cesarean delivery,uptodate.com,.com
http://www.usnews.com/health-news/news/articles/2013/02/25/c-section-may-raise-childs-risk-of-allergies-asthma-study,M,C-Section,usnews.com,.com
http://www.usnews.com/health-news/news/articles/2013/02/25/c-section-may-raise-childs-risk-of-allergies-asthma-study,C,C-Section,usnews.com,.com
http://www.vhi.org/ob_guide/ob_delivery_cesarean.asp,M,Cesarean delivery,vhi.org,.org
http://www.vhi.org/ob_guide/ob_delivery_cesarean.asp,C,Cesarean delivery,vhi.org,.org
http://www.webmd.boots.com/pregnancy/features/having-emergency-caesarean-section,M,Caesarean,webmd.boots.com,.com
http://www.webmd.com/baby/features/elective-cesarean-babies-on-demand,M,Cesarean,webmd.com,.com
http://www.webmd.com/baby/features/elective-cesarean-babies-on-demand,C,Cesarean,webmd.com,.com
http://www.webmd.com/baby/features/elective-cesarean-babies-on-demand,V,Cesarean,webmd.com,.com
http://www.webmd.com/baby/features/the-truth-about-c-sections,M,C-Section,webmd.com,.com
http://www.webmd.com/baby/features/the-truth-about-c-sections,C,C-Section,webmd.com,.com
http://www.webmd.com/baby/features/the-truth-about-c-sections,E,C-Section,webmd.com,.com
http://www.webmd.com/baby/features/what-to-expect-cesarean-delivery,M,Cesarean delivery,webmd.com,.com
http://www.webmd.com/baby/features/what-to-expect-cesarean-delivery,C,Cesarean delivery,webmd.com,.com
http://www.webmd.com/baby/guide/cesarean-section-topic-overview,M,C-Section,webmd.com,.com
http://www.webmd.com/baby/guide/cesarean-section-topic-overview,C,C-Section,webmd.com,.com
http://www.webmd.com/baby/news/20130211/c-section-formula-may-disrupt-good-gut-bacteria-in-babies,M,C-Section,webmd.com,.com
http://www.webmd.com/baby/news/20130211/c-section-formula-may-disrupt-good-gut-bacteria-in-babies,C,C-Section,webmd.com,.com
http://www.webmd.com/baby/news/20130304/c-section-rates-vary-widely-at-us-hospitals,M,C-Section,webmd.com,.com
http://www.webmd.com/baby/news/20130304/c-section-rates-vary-widely-at-us-hospitals,C,C-Section,webmd.com,.com
http://www.webmd.com/baby/tc/cesarean-section-risks-and-complications,M,Cesarean,webmd.com,.com
http://www.whattoexpect.com/first-year/ask-heidi/c-section-recovery.aspx,M,C-Section,whattoexpect.com,.com
http://www.whattoexpect.com/first-year/ask-heidi/c-section-recovery.aspx,E,C-Section,whattoexpect.com,.com
http://www.whattoexpect.com/pregnancy/labor-and-delivery/cesarean-section.aspx,M,C-Section,whattoexpect.com,.com
http://www.whattoexpect.com/pregnancy/labor-and-delivery/cesarean-section/what-happens-when-you-have-one.aspx,M,C-Section,whattoexpect.com,.com
http://www.whattoexpect.com/pregnancy/labor-and-delivery/cesarean-section/why-you-might-need-a-c-section.aspx,M,C-Section,whattoexpect.com,.com
http://www.whattoexpect.com/pregnancy/labor-and-delivery/cesarean-section/why-you-might-need-a-c-section.aspx,C,C-Section,whattoexpect.com,.com
http://www.who.int/bulletin/volumes/85/10/06-035808/,M,Caesarean delivery,who.int,.int
http://www.who.int/bulletin/volumes/85/10/06-035808/,C,Caesarean delivery,who.int,.int
http://www.who.int/rhl/hiv_aids/slcom/en/,M,Caesarean delivery,who.int,.int
http://www.who.int/rhl/hiv_aids/slcom/en/,C,Caesarean delivery,who.int,.int
http://www.who.int/rhl/pregnancy_childbirth/childbirth/caesarean/CD004662_abalose_com/en/,M,Caesarean delivery,who.int,.int
http://www.wikihow.com/Decide-Whether-to-Have-a-C-Section,M,Surgical delivery,wikihow.com,.com
http://www.wikihow.com/Decide-Whether-to-Have-a-C-Section,C,Surgical delivery,wikihow.com,.com
http://www.wikihow.com/Exercise-After-a-C-Section,M,C-Section,wikihow.com,.com
http://www.wikihow.com/Heal-Faster-from-a-C-Section,M,C-Section,wikihow.com,.com
http://www.wired.com/thisdayintech/2011/01/0114caesarean-first-us/,M,Cesarean,wired.com,.com
http://www.wisegeek.com/what-is-an-abdominal-delivery.htm,M,Abdominal delivery,wisegeek.com,.com
http://www.wnd.com/2013/03/doctor-threatens-woman-who-refuses-c-section/,C,C-Section,wnd.com,.com
http://www.wnd.com/2013/03/doctor-threatens-woman-who-refuses-c-section/,E,C-Section,wnd.com,.com
http://www1.cgmh.org.tw/intr/intr5/c6700/obgyn/f/web/Cesarean%20Section/index.htm,M,Abdominal delivery,www1.cgmh.org.tw,.org.tw
http://www1.cgmh.org.tw/intr/intr5/c6700/obgyn/f/web/Cesarean%20Section/index.htm,C,Abdominal delivery,www1.cgmh.org.tw,.org.tw
https://myhealth.alberta.ca/health/Pages/conditions.aspx?hwid=hw194785,M,Caesarean delivery,myhealth.alberta.ca,.ca
https://myhealth.alberta.ca/health/pages/conditions.aspx?hwid=tp13139,M,Caesarean delivery,myhealth.alberta.ca,.ca
https://www.breastfeeding.asn.au/bf-info/breastfeeding-after-caesarean-birth,M,Caesarean,breastfeeding.asn.au,.au
https://www.breastfeeding.asn.au/bf-info/breastfeeding-after-caesarean-birth,C,Caesarean,breastfeeding.asn.au,.au
https://www.gov.uk/caesarean-section-and-driving,C,Caesarean,gov.uk,.gov.uk
https://www.itriagehealth.com/procedures/c-section-surgical-delivery-of-baby-454,M,Surgical delivery,itriagehealth.com,.com
