lang;forum;title;original_author;start_date;end_date;range;time;nb_authors;nb_replies;avg_post_length;url
fr;fr_attendre_bebe;Grosse perte au niveau de la poitrine ! signe d'accouchement bientot ?;zoupette448;2012-07-12;2012-07-12;0;0;4;14;200;http://forum.aufeminin.com/forum/matern1/__f561782_matern1-Grosse-perte-au-niveau-de-la-poitrine-signe-d-accouchement-bientot.html
fr;fr_attendre_bebe;Varice vulvaire et césarienne;gabrielle0210;2012-07-13;2012-07-13;0;0;2;2;214;http://forum.aufeminin.com/forum/matern1/__f561847_matern1-Varice-vulvaire-et-cesarienne.html
fr;fr_attendre_bebe;Mais quand viens tu????;ridam21;2012-07-13;2012-07-13;0;0;3;6;353;http://forum.aufeminin.com/forum/matern1/__f561809_matern1-Mais-quand-viens-tu.html
fr;fr_attendre_bebe;Est ce que ca existe en france peau contre peau bebe-papa apres l accouchement?;van31;2012-07-13;2012-07-13;0;0;3;4;308;http://forum.aufeminin.com/forum/matern1/__f561811_matern1-Est-ce-que-ca-existe-en-france-peau-contre-peau-bebe-papa-apres-l-accouchement.html
fr;fr_attendre_bebe;777  les juillettes entre dans le 3ème et dernier trimestre  777;pucikate;2012-04-26;2012-04-26;0;0;40;853;374;http://forum.aufeminin.com/forum/matern1/__f556223_matern1-777-bebe-les-juillettes-entre-dans-le-3eme-et-dernier-trimestre-bebe-777.html
fr;fr_attendre_bebe;Comment je pourrais faire svp!!!;bebe201211;2012-07-12;2012-07-12;0;0;4;5;359;http://forum.aufeminin.com/forum/matern1/__f561789_matern1-Comment-je-pourrais-faire-svp.html
fr;fr_attendre_bebe;maturation du col et declenchement vos experiences svp;salminha91;2012-07-11;2012-07-11;0;0;8;19;281;http://forum.aufeminin.com/forum/matern1/__f561695_matern1--maturation-du-col-et-declenchement-vos-experiences-svp.html
fr;fr_attendre_bebe;Nos dpa de juillet     la grande recap;juilletine2012;2012-07-11;2012-07-11;0;0;19;21;168;http://forum.aufeminin.com/forum/matern1/__f561719_matern1-Nos-dpa-de-juillet-arrow-la-grande-recap-bebe.html
fr;fr_attendre_bebe;Les minettes ont eu leur (+++)  ( groupe complet );chipiinette;2012-04-26;2012-07-13;78;78;6;215;447;http://forum.aufeminin.com/forum/matern1/__f556293_matern1-Les-minettes-ont-eu-leur-groupe-complet.html
fr;fr_attendre_bebe;les alliens 2012  reacp d'avril;lupusbb;2012-04-01;2012-04-01;0;0;12;350;409;http://forum.aufeminin.com/forum/matern1/__f554313_matern1--ange-les-alliens-2012-ange-reacp-d-avril-ange.html
fr;fr_attendre_bebe;Le declencher ou pas?;poussin0502;2012-07-10;2012-07-10;0;0;14;35;418;http://forum.aufeminin.com/forum/matern1/__f561636_matern1-Le-declencher-ou-pas.html
fr;fr_attendre_bebe;Dans 3 semaine mon bebe dans mes bras et vous?;assiou87;2012-07-10;2012-07-10;0;0;8;18;187;http://forum.aufeminin.com/forum/matern1/__f561622_matern1-Dans-3-semaine-mon-bebe-dans-mes-bras-et-vous.html
fr;fr_attendre_bebe;Maman et étudiante;minifredowel;2012-07-08;2012-07-09;1;1;14;54;408;http://forum.aufeminin.com/forum/matern1/__f561511_matern1-Maman-et-etudiante.html
fr;fr_attendre_bebe;Enceinte de 4 semaines bébé prévu pour novembre 2012;bebelove65;2012-03-05;2012-03-05;0;0;56;384;296;http://forum.aufeminin.com/forum/matern1/__f552121_matern1-Enceinte-de-4-semaines-bebe-prevu-pour-novembre-2012.html
fr;fr_attendre_bebe;A l'aide je ne sent plus ma fille bouger;bibaa86;2012-06-17;2012-06-17;0;0;35;66;167;http://forum.aufeminin.com/forum/matern1/__f560221_matern1-A-l-aide-je-ne-sent-plus-ma-fille-bouger-triste.html
fr;fr_attendre_bebe;Qui pars ici vas avoir une cesarienne programmee ?;isis01041;2012-04-06;2012-04-12;6;6;11;26;395;http://forum.aufeminin.com/forum/matern1/__f554728_matern1-Qui-pars-ici-vas-avoir-une-cesarienne-programmee.html
fr;fr_attendre_bebe;Cesarienne programmer;mllekelly2;2012-07-08;2012-07-08;0;0;4;5;868;http://forum.aufeminin.com/forum/matern1/__f561532_matern1-Cesarienne-programmer.html
fr;fr_attendre_bebe;Apres acouchement retour de couche et risk de retomber enceinte????;zara053;2012-07-08;2012-07-08;0;0;5;6;312;http://forum.aufeminin.com/forum/matern1/__f561502_matern1-Apres-acouchement-retour-de-couche-et-risk-de-retomber-enceinte.html
fr;fr_attendre_bebe;Les 40 sa et plus;eclipse1174;2012-06-30;2012-07-01;1;1;10;27;334;http://forum.aufeminin.com/forum/matern1/__f561048_matern1-Les-40-sa-et-plus.html
fr;fr_attendre_bebe;Nous maman de juin;amanddy;2012-07-07;2012-07-07;0;0;2;5;207;http://forum.aufeminin.com/forum/matern1/__f561420_matern1-Nous-maman-de-juin.html
fr;fr_attendre_bebe;S'ayer les juinettes nous quitte doucement;amanddy;2012-06-23;2012-06-23;0;0;8;26;210;http://forum.aufeminin.com/forum/matern1/__f560624_matern1-S-ayer-les-juinettes-nous-quitte-doucement.html
fr;fr_attendre_bebe;Bébé engager ou pas;laurag280893;2012-07-07;2012-07-07;0;0;4;12;213;http://forum.aufeminin.com/forum/matern1/__f561466_matern1-Bebe-engager-ou-pas.html
fr;fr_attendre_bebe;A très peur, besoin d'être rassuré;laure78300;2012-07-07;2012-07-07;0;0;6;10;402;http://forum.aufeminin.com/forum/matern1/__f561428_matern1-A-tres-peur-besoin-d-etre-rassure-triste.html
fr;fr_attendre_bebe;J-11 mais je déprime;dadou283;2012-07-05;2012-07-05;0;0;8;12;520;http://forum.aufeminin.com/forum/matern1/__f561335_matern1-J-11-mais-je-deprime.html
fr;fr_attendre_bebe;J-8 et peur panique de l accouchement;aur93;2012-07-05;2012-07-05;0;0;4;6;338;http://forum.aufeminin.com/forum/matern1/__f561339_matern1-J-8-et-peur-panique-de-l-accouchement.html
fr;fr_attendre_bebe;3eme echo chez les septembrettes  !;sherazmou;2012-07-04;2012-07-04;0;0;7;26;154;http://forum.aufeminin.com/forum/matern1/__f561248_matern1-3eme-echo-chez-les-septembrettes.html
fr;fr_attendre_bebe;Cours de préparation à l'accouchement près de bordeaux;maufralou;2012-06-28;2012-06-28;0;0;3;23;539;http://forum.aufeminin.com/forum/matern1/__f560933_matern1-Cours-de-preparation-a-l-accouchement-pres-de-bordeaux.html
fr;fr_attendre_bebe;Récit de mon accouchement de baby boy (2ème césa  );laminaria2;2012-07-05;2012-07-05;0;0;0;0;0;http://forum.aufeminin.com/forum/matern1/__f561317_matern1-Recit-de-mon-accouchement-de-baby-boy-2eme-cesa.html
fr;fr_attendre_bebe;Question episio, dechirure;laure78300;2012-07-05;2012-07-05;0;0;3;3;226;http://forum.aufeminin.com/forum/matern1/__f561302_matern1-Question-episio-dechirure.html
fr;fr_attendre_bebe;Comparaison mesure echo morpho;cynth2209;2012-07-04;2012-07-05;1;1;3;8;132;http://forum.aufeminin.com/forum/matern1/__f561272_matern1-Comparaison-mesure-echo-morpho.html
fr;fr_attendre_bebe;Post transitoire pour les aoutiennes (en attendant augustin);lagarnouille;2012-07-02;2012-07-02;0;0;27;140;515;http://forum.aufeminin.com/forum/matern1/__f561150_matern1-Post-transitoire-pour-les-aoutiennes-en-attendant-augustin.html
fr;fr_attendre_bebe;Encor et tjr les douleurs ligamentaire apres acciuchement!;zara053;2012-07-03;2012-07-03;0;0;3;3;214;http://forum.aufeminin.com/forum/matern1/__f561205_matern1-Encor-et-tjr-les-douleurs-ligamentaire-apres-acciuchement.html
fr;fr_attendre_bebe;new post 2 les novembrettes( complet)réouverture;matnileme11;2012-05-07;2012-05-07;0;0;19;374;360;http://forum.aufeminin.com/forum/matern1/__f557060_matern1--star-new-post-2-les-novembrettes-complet-reouverture.html
fr;fr_attendre_bebe;les 30 ans et + papotent encore et toujours en juin 2012;val9295;2012-06-01;2012-06-01;0;0;14;203;461;http://forum.aufeminin.com/forum/matern1/__f558964_matern1--run-run-les-30-ans-et-papotent-encore-et-toujours-en-juin-2012-run-run.html
fr;fr_attendre_bebe;Dpa 5juillet qui veux compter les derniers jours avec moi???!!;khali45;2012-06-25;2012-06-26;1;1;9;49;159;http://forum.aufeminin.com/forum/matern1/__f560714_matern1-Dpa-5juillet-qui-veux-compter-les-derniers-jours-avec-moi.html
fr;fr_attendre_bebe;Version 35 sa plus 4;mllekelly2;2012-07-01;2012-07-02;1;1;4;6;374;http://forum.aufeminin.com/forum/matern1/__f561102_matern1-Version-35-sa-plus-4.html
fr;fr_attendre_bebe;Boubou, natvesko, petitemaya, kiarati;ptibout2mai;2012-06-20;2012-06-21;1;1;4;30;445;http://forum.aufeminin.com/forum/matern1/__f560459_matern1-Boubou-natvesko-petitemaya-kiarati-saut-saut-run-run.html
fr;fr_attendre_bebe;;marina1158;2012-06-29;2012-06-29;0;0;6;13;489;http://forum.aufeminin.com/forum/matern1/__f560978_matern1-.html
fr;fr_attendre_bebe;Pour celle qui on deja eu une cesarienne;amanddy;2012-06-29;2012-06-29;0;0;5;9;275;http://forum.aufeminin.com/forum/matern1/__f561010_matern1-Pour-celle-qui-on-deja-eu-une-cesarienne-neutral.html
fr;fr_attendre_bebe;Pour celle qui ont eu une cesarienne;amanddy;2012-06-29;2012-06-29;0;0;0;0;0;http://forum.aufeminin.com/forum/matern1/__f561012_matern1-Pour-celle-qui-ont-eu-une-cesarienne.html
fr;fr_attendre_bebe;Ma fille est nee;amanddy;2012-06-28;2012-06-28;0;0;8;20;167;http://forum.aufeminin.com/forum/matern1/__f560907_matern1-Ma-fille-est-nee.html
fr;fr_attendre_bebe;les rêveuses bercent et couvent leur petites cacahuètes d'amour;nounette7101;2011-11-15;2011-11-15;0;0;8;62;905;http://forum.aufeminin.com/forum/matern1/__f541493_matern1--ange-ange-les-reveuses-bercent-et-couvent-leur-petites-cacahuetes-d-amour-ange-ange.html
fr;fr_attendre_bebe;mon recit d'accouchement par declenchement;anais78340;2012-06-28;2012-06-28;0;0;3;4;1106;http://forum.aufeminin.com/forum/matern1/__f560940_matern1--d-mon-recit-d-accouchement-par-declenchement-d-d.html
fr;fr_attendre_bebe;Pluie d'échographies    pour les aoutiennes ! -post début juin-;lagarnouille;2012-06-01;2012-06-01;0;0;35;528;600;http://forum.aufeminin.com/forum/matern1/__f558990_matern1-Pluie-d-echographies-amour-pour-les-aoutiennes-post-debut-juin.html
fr;fr_attendre_bebe;Maman de juillet venez dicutez;kevetmag;2012-06-28;2012-06-28;0;0;10;18;239;http://forum.aufeminin.com/forum/matern1/__f560911_matern1-Maman-de-juillet-venez-dicutez.html
fr;fr_attendre_bebe;Les novembrettes vip   (groupe complet);cynth2209;2012-05-07;2012-05-07;0;0;9;375;378;http://forum.aufeminin.com/forum/matern1/__f557093_matern1-Les-novembrettes-vip-d-groupe-complet.html
fr;fr_attendre_bebe;Difficulté à tomber enceinte : des signes avant ?;arwen2933;2006-01-23;2008-06-06;865;865;8;10;787;http://forum.aufeminin.com/forum/matern1/__f247653_matern1-Difficulte-a-tomber-enceinte-des-signes-avant.html
fr;fr_attendre_bebe;Mais sa passera jamais ou koi???;zara053;2012-06-27;2012-06-27;0;0;5;13;466;http://forum.aufeminin.com/forum/matern1/__f560882_matern1-Mais-sa-passera-jamais-ou-koi-twisted-larme.html
fr;fr_attendre_bebe;37sa+1 et pieds et chevilles tres gonflés;sydneytess1;2012-06-26;2012-06-26;0;0;7;14;235;http://forum.aufeminin.com/forum/matern1/__f560808_matern1--37sa-1-et-pieds-et-chevilles-tres-gonfles-shock-shock.html
fr;fr_attendre_bebe;S'ayer bb sera la;amanddy;2012-06-26;2012-06-26;0;0;10;22;70;http://forum.aufeminin.com/forum/matern1/__f560794_matern1-S-ayer-bb-sera-la.html
fr;fr_attendre_bebe;Aller vivement lundi que j'aille a la maternité;amanddy;2012-06-24;2012-06-24;0;0;7;21;170;http://forum.aufeminin.com/forum/matern1/__f560661_matern1-Aller-vivement-lundi-que-j-aille-a-la-maternite.html
fr;fr_attendre_bebe;Recits de naissance;nep14;2012-06-25;2012-06-25;0;0;8;15;1962;http://forum.aufeminin.com/forum/matern1/__f560731_matern1-Recits-de-naissance-d.html
fr;fr_attendre_bebe;Derniers jours de grossesse...;eclipse1174;2012-06-21;2012-06-22;1;1;12;35;249;http://forum.aufeminin.com/forum/matern1/__f560522_matern1-Derniers-jours-de-grossesse.html
fr;fr_attendre_bebe;Accouchement sans péri : le cap à passer ?;tishasunrise;2012-03-06;2012-03-07;1;1;20;53;562;http://forum.aufeminin.com/forum/matern1/__f552266_matern1-Accouchement-sans-peri-le-cap-a-passer.html
fr;fr_attendre_bebe;En direct de la maternite;nesnes91;2012-06-22;2012-06-22;0;0;6;9;176;http://forum.aufeminin.com/forum/matern1/__f560595_matern1-En-direct-de-la-maternite.html
fr;fr_attendre_bebe;Combien de jours reston a lhopital en cas de cesa?;bella95560;2012-06-22;2012-06-22;0;0;6;7;237;http://forum.aufeminin.com/forum/matern1/__f560585_matern1-Combien-de-jours-reston-a-lhopital-en-cas-de-cesa.html
fr;fr_attendre_bebe;Y a t'il des juillettes qui ont deja accouché ?;magui200806;2012-06-08;2012-06-08;0;0;6;16;165;http://forum.aufeminin.com/forum/matern1/__f559558_matern1-Y-a-t-il-des-juillettes-qui-ont-deja-accouche.html
fr;fr_attendre_bebe;veut pas de cesarienne !;babyfive;2012-06-20;2012-06-20;0;0;4;5;360;http://forum.aufeminin.com/forum/matern1/__f560433_matern1--larme-veut-pas-de-cesarienne-shock.html
fr;fr_attendre_bebe;Valise materniter toujours pas faite!!!!;zara053;2012-05-23;2012-05-24;1;1;13;20;362;http://forum.aufeminin.com/forum/matern1/__f558343_matern1-Valise-materniter-toujours-pas-faite.html
fr;fr_attendre_bebe;Declenchement après perte des eaux : qui????;fabiemma;2012-06-18;2012-06-18;0;0;7;11;348;http://forum.aufeminin.com/forum/matern1/__f560265_matern1-Declenchement-apres-perte-des-eaux-qui.html
fr;fr_attendre_bebe;sayez bb est la!!!  mon recit;zara053;2012-06-18;2012-06-18;0;0;6;9;416;http://forum.aufeminin.com/forum/matern1/__f560259_matern1--d-sayez-bb-est-la-mrgreen-mon-recit-mrgreen.html
fr;fr_attendre_bebe;Hemorragie de la delivrance;celine20113;2012-06-19;2012-06-19;0;0;4;7;408;http://forum.aufeminin.com/forum/matern1/__f560371_matern1-Hemorragie-de-la-delivrance.html
fr;fr_attendre_bebe;Déclenchement lundi 25 est je suis en panique;bb3quedubonheur;2012-06-19;2012-06-19;0;0;1;1;510;http://forum.aufeminin.com/forum/matern1/__f560314_matern1-Declenchement-lundi-25-est-je-suis-en-panique-snif.html
fr;fr_attendre_bebe;Tête en bas  combien de sa;stephcara;2012-06-18;2012-06-18;0;0;7;12;237;http://forum.aufeminin.com/forum/matern1/__f560241_matern1-Tete-en-bas-combien-de-sa.html
fr;fr_attendre_bebe;Peut-on choisir un accouchement par cesarienne ?;evalongoria89;2012-06-17;2012-06-17;0;0;22;39;617;http://forum.aufeminin.com/forum/matern1/__f560227_matern1-Peut-on-choisir-un-accouchement-par-cesarienne.html
fr;fr_attendre_bebe;Accouchement non en juillet mais en juin;nesnes91;2012-06-17;2012-06-17;0;0;4;6;181;http://forum.aufeminin.com/forum/matern1/__f560190_matern1-Accouchement-non-en-juillet-mais-en-juin.html
fr;fr_attendre_bebe;L'accouchement, plus ça approche plus je perd mes moyens!;agnochou;2012-06-17;2012-06-17;0;0;5;9;614;http://forum.aufeminin.com/forum/matern1/__f560201_matern1-L-accouchement-plus-ca-approche-plus-je-perd-mes-moyens-shock.html
fr;fr_attendre_bebe;En direct de la mater;zara053;2012-06-14;2012-06-15;1;1;5;17;617;http://forum.aufeminin.com/forum/matern1/__f560073_matern1-En-direct-de-la-mater-mrgreen.html
fr;fr_attendre_bebe;Futures maman d'alsace;steph412;2012-01-27;2012-01-27;0;0;28;248;270;http://forum.aufeminin.com/forum/matern1/__f548602_matern1-Futures-maman-d-alsace.html
fr;fr_attendre_bebe;Les futurs et déjà mamans césarisées, par ici;janeb11;2012-06-14;2012-06-14;0;0;6;12;762;http://forum.aufeminin.com/forum/matern1/__f560020_matern1-Les-futurs-et-deja-mamans-cesarisees-par-ici-run.html
fr;fr_attendre_bebe;Ptite question les filles;amanddy;2012-06-14;2012-06-14;0;0;1;4;208;http://forum.aufeminin.com/forum/matern1/__f560066_matern1-Ptite-question-les-filles.html
fr;fr_attendre_bebe;41 sa+1 et toujours rien ^^;jennifer44630;2011-12-30;2012-06-14;167;167;6;11;208;http://forum.aufeminin.com/forum/matern1/__f545649_matern1-41-sa-1-et-toujours-rien.html
fr;fr_attendre_bebe;récit césarienne comme promis pour mes plaintives et mes favorites !;boubouliazou;2012-05-28;2012-05-29;1;1;32;75;248;http://forum.aufeminin.com/forum/matern1/__f558652_matern1--pcboy-recit-cesarienne-comme-promis-pour-mes-plaintives-et-mes-favorites.html
fr;fr_attendre_bebe;Placenta bas;solapuce1;2012-06-13;2012-06-14;1;1;2;2;202;http://forum.aufeminin.com/forum/matern1/__f559977_matern1-Placenta-bas.html
fr;fr_attendre_bebe;Nrj12: au coeur des maternités;latestafralenuvole;2012-06-13;2012-06-13;0;0;7;12;117;http://forum.aufeminin.com/forum/matern1/__f559980_matern1-Nrj12-au-coeur-des-maternites-d.html
fr;fr_attendre_bebe;Vos recettes miracles???;venuse31;2012-06-13;2012-06-13;0;0;7;18;290;http://forum.aufeminin.com/forum/matern1/__f559934_matern1-Vos-recettes-miracles.html
fr;fr_attendre_bebe;les hbibas et leurs bébés    récap 17 avril;chouchoute2510etbb;2012-04-17;2012-04-17;0;0;12;60;220;http://forum.aufeminin.com/forum/matern1/__f555465_matern1--amour-les-hbibas-et-leurs-bebes-amour-recap-17-avril.html
fr;fr_attendre_bebe;Question;carolinemk;2012-06-10;2012-06-10;0;0;5;29;153;http://forum.aufeminin.com/forum/matern1/__f559722_matern1-Question-beurk.html
fr;fr_attendre_bebe;Mon accouchement;vinie183;2012-06-12;2012-06-12;0;0;3;4;695;http://forum.aufeminin.com/forum/matern1/__f559862_matern1-Mon-accouchement.html
fr;fr_attendre_bebe;Bebe en siege;mllekelly2;2012-06-11;2012-06-11;0;0;8;13;299;http://forum.aufeminin.com/forum/matern1/__f559828_matern1-Bebe-en-siege.html
fr;fr_attendre_bebe;Qui d'autre en attente d'une echo controle de croissance?;panabe;2012-05-25;2012-05-26;1;1;10;70;231;http://forum.aufeminin.com/forum/matern1/__f558512_matern1-Qui-d-autre-en-attente-d-une-echo-controle-de-croissance.html
fr;fr_attendre_bebe;974 du bonheur pour les mamans et futures mamans de la réunion;maitresseangel;2011-09-02;2011-09-03;1;1;16;173;612;http://forum.aufeminin.com/forum/matern1/__f535635_matern1-974-du-bonheur-pour-les-mamans-et-futures-mamans-de-la-reunion-amour.html
fr;fr_attendre_bebe;Verdict tomber!!!!   maintenant je panique;zara053;2012-06-11;2012-06-11;0;0;5;11;248;http://forum.aufeminin.com/forum/matern1/__f559830_matern1-Verdict-tomber-maintenant-je-panique.html
fr;fr_attendre_bebe;Enfin jour j arrivé !!!;sophiesacha1;2012-06-12;2012-06-12;0;0;1;1;580;http://forum.aufeminin.com/forum/matern1/__f559833_matern1-Enfin-jour-j-arrive.html
fr;fr_attendre_bebe;mon accouchement pour celles qui me suivent;ptibout2mai;2012-06-08;2012-06-08;0;0;8;12;511;http://forum.aufeminin.com/forum/matern1/__f559599_matern1--saut-girl-bravo-mon-accouchement-pour-celles-qui-me-suivent-super.html
fr;fr_attendre_bebe;Petite question?;amelie6281;2012-06-11;2012-06-11;0;0;0;0;0;http://forum.aufeminin.com/forum/matern1/__f559807_matern1-Petite-question.html
fr;fr_bebe_est_la;Sport sans réeducation périnéal ?;sksi2;2013-06-12;2013-06-12;0;0;6;6;304;http://forum.aufeminin.com/forum/matern2/__f743634_matern2-Sport-sans-reeducation-perineal.html
fr;fr_bebe_est_la;Combien de temps après une césarienne pour une nouvelle grossesse??;gwena5628;2013-06-11;2013-06-11;0;0;4;4;308;http://forum.aufeminin.com/forum/matern2/__f743439_matern2-Combien-de-temps-apres-une-cesarienne-pour-une-nouvelle-grossesse.html
fr;fr_bebe_est_la;En général, c'est long un déclenchement;leslietben;2013-04-15;2013-04-15;0;0;1;1;76;http://forum.aufeminin.com/forum/matern2/__f734998_matern2-En-general-c-est-long-un-declenchement.html
fr;fr_bebe_est_la;Avez vous fait un cadeau à votre ainé à la naissance de votre deuxieme enfant?;1missdiorcherie58;2013-06-13;2013-06-13;0;0;31;47;226;http://forum.aufeminin.com/forum/matern2/__f743739_matern2-Avez-vous-fait-un-cadeau-a-votre-aine-a-la-naissance-de-votre-deuxieme-enfant.html
fr;fr_bebe_est_la;J'ai vu un miracle de la nature !!!;butterfly2231;2013-06-13;2013-06-13;0;0;26;47;92;http://forum.aufeminin.com/forum/matern2/__f743738_matern2-J-ai-vu-un-miracle-de-la-nature-love.html
fr;fr_bebe_est_la;222 en mai, les févriettes font ce qui leur plaît   222;7887060913;2013-05-03;2013-05-03;0;0;14;307;493;http://forum.aufeminin.com/forum/matern2/__f737681_matern2-222-en-mai-les-fevriettes-font-ce-qui-leur-plait-mrgreen-222.html
fr;fr_bebe_est_la;Dilemme avec meilleure amie!    (long!);vanessetseb;2013-06-12;2013-06-12;0;0;15;32;233;http://forum.aufeminin.com/forum/matern2/__f743582_matern2-Dilemme-avec-meilleure-amie-long.html
fr;fr_bebe_est_la;Pose d'un stérilet en cuivre : besoin de vos avis et expériences;lou1979;2013-06-11;2013-06-11;0;0;15;19;274;http://forum.aufeminin.com/forum/matern2/__f743366_matern2-Pose-d-un-sterilet-en-cuivre-besoin-de-vos-avis-et-experiences.html
fr;fr_bebe_est_la;Qui a / a eu / pourrait avoir un gynéco homme ou un sage-femme;00zelda00;2013-06-11;2013-06-11;0;0;101;115;265;http://forum.aufeminin.com/forum/matern2/__f743391_matern2-Qui-a-a-eu-pourrait-avoir-un-gyneco-homme-ou-un-sage-femme.html
fr;fr_bebe_est_la;La maternité, la neonatalogie...pas partout pareil...ça fait peur!;picleretour;2013-04-16;2013-04-16;0;0;7;9;511;http://forum.aufeminin.com/forum/matern2/__f735271_matern2-La-maternite-la-neonatalogie-pas-partout-pareil-ca-fait-peur.html
fr;fr_bebe_est_la;Apparition d'une boule molle sur le crâne;ailledi;2003-03-01;2003-03-02;1;1;5;7;195;http://forum.aufeminin.com/forum/matern2/__f31815_matern2-Apparition-d-une-boule-molle-sur-le-crane.html
fr;fr_bebe_est_la;Déclenchement et bébé très bas, ça va plus vite;0000vanessa0000;2013-06-04;2013-06-04;0;0;4;4;211;http://forum.aufeminin.com/forum/matern2/__f742371_matern2-Declenchement-et-bebe-tres-bas-ca-va-plus-vite.html
fr;fr_bebe_est_la;Quand disparait le trait noir sur le ventre?;yoplait6;2007-06-08;2013-06-02;2186;2186;9;9;158;http://forum.aufeminin.com/forum/matern2/__f233403_matern2-Quand-disparait-le-trait-noir-sur-le-ventre.html
fr;fr_bebe_est_la;En 2012  les impatientes de 2011 , moins nombreuses mais toutes aussi heureuses !!!;babyplatys;2012-05-31;2012-05-31;0;0;9;1030;1176;http://forum.aufeminin.com/forum/matern2/__f677338_matern2-En-2012-les-impatientes-de-2011-moins-nombreuses-mais-toutes-aussi-heureuses.html
fr;fr_bebe_est_la;post des aufiennes enceintes;galoupete13;2013-05-28;2013-05-28;0;0;22;282;194;http://forum.aufeminin.com/forum/matern2/__f741288_matern2--love-love-lover-lover-post-des-aufiennes-enceintes-lover-lover-love-love.html
fr;fr_bebe_est_la;Punaise, que je me sens;nouvelleessayeuse;2013-06-09;2013-06-09;0;0;4;13;310;http://forum.aufeminin.com/forum/matern2/__f743060_matern2-Punaise-que-je-me-sens.html
fr;fr_bebe_est_la;Invitée à un mariage avec un bébé d'une semaine, vous irirez;0000vanessa0000;2013-06-07;2013-06-07;0;0;45;50;202;http://forum.aufeminin.com/forum/matern2/__f742829_matern2-Invitee-a-un-mariage-avec-un-bebe-d-une-semaine-vous-irirez.html
fr;fr_bebe_est_la;Les maternelles de ce matin (péridurale) je viens de comprendre un truc!!!!;keepgoingschloupette;2013-06-06;2013-06-06;0;0;17;48;224;http://forum.aufeminin.com/forum/matern2/__f742682_matern2-Les-maternelles-de-ce-matin-peridurale-je-viens-de-comprendre-un-truc.html
fr;fr_bebe_est_la;Faites-vous partie des 93% qui ne font pas de rééducation ?;perineer1;2013-06-02;2013-06-02;0;0;13;17;276;http://forum.aufeminin.com/forum/matern2/__f742131_matern2-Faites-vous-partie-des-93-qui-ne-font-pas-de-reeducation.html
fr;fr_bebe_est_la;Y'en a qui ont eu un déclenchement après une césa ?;koco00;2013-06-03;2013-06-04;1;1;8;19;307;http://forum.aufeminin.com/forum/matern2/__f742256_matern2-Y-en-a-qui-ont-eu-un-declenchement-apres-une-cesa.html
fr;fr_bebe_est_la;Bébés de novembre et décembre 2012;leane78300;2013-02-08;2013-02-09;1;1;7;72;365;http://forum.aufeminin.com/forum/matern2/__f724422_matern2-Bebes-de-novembre-et-decembre-2012.html
fr;fr_bebe_est_la;Bander le ventre après l'accouchement pour l'aider à se resserer?;ninougne31;2013-06-03;2013-06-03;0;0;14;27;299;http://forum.aufeminin.com/forum/matern2/__f742184_matern2-Bander-le-ventre-apres-l-accouchement-pour-l-aider-a-se-resserer.html
fr;fr_bebe_est_la;Césarienne et retour à la maison;kokope;2013-06-01;2013-06-01;0;0;16;18;304;http://forum.aufeminin.com/forum/matern2/__f741958_matern2-Cesarienne-et-retour-a-la-maison.html
fr;fr_bebe_est_la;Emission babyboom, c'est quoi ces réflexions minables???;Dendappa;2013-06-02;2013-06-02;0;0;13;49;210;http://forum.aufeminin.com/forum/matern2/__f742121_matern2-Emission-babyboom-c-est-quoi-ces-reflexions-minables.html
fr;fr_bebe_est_la;J'ai peur;fleurdecoton26;2013-06-01;2013-06-01;0;0;11;13;535;http://forum.aufeminin.com/forum/matern2/__f742054_matern2-J-ai-peur.html
fr;fr_bebe_est_la;Uterus artificiel    temoignages;onestdesmoutons;2013-06-01;2013-06-01;0;0;12;28;157;http://forum.aufeminin.com/forum/matern2/__f742016_matern2-Uterus-artificiel-shock-temoignages-arrow.html
fr;fr_bebe_est_la;je sais pas ce qu'il me manque;lapositiveattendunbb;2013-05-30;2013-05-30;0;0;25;65;151;http://forum.aufeminin.com/forum/matern2/__f741726_matern2--shy-je-sais-pas-ce-qu-il-me-manque-roll-shy.html
fr;fr_bebe_est_la;sondage    vous avez perdu les eaux ?;lapositiveattendunbb;2013-05-31;2013-05-31;0;0;83;92;247;http://forum.aufeminin.com/forum/matern2/__f741843_matern2--sondage-mrgreen-vous-avez-perdu-les-eaux-mrgreen.html
fr;fr_bebe_est_la;lanna est née;enformationdanslesocial;2013-05-27;2013-05-27;0;0;38;46;53;http://forum.aufeminin.com/forum/matern2/__f741165_matern2--love-lanna-est-nee-love.html
fr;fr_bebe_est_la;A celles qui ont dépassé le terme pour bb1;0000vanessa0000;2013-05-31;2013-05-31;0;0;12;12;111;http://forum.aufeminin.com/forum/matern2/__f741819_matern2-A-celles-qui-ont-depasse-le-terme-pour-bb1-kikou.html
fr;fr_bebe_est_la;Dernier mois de grossesse : 2 petites questions;koco00;2013-05-30;2013-05-30;0;0;8;9;276;http://forum.aufeminin.com/forum/matern2/__f741802_matern2-Dernier-mois-de-grossesse-2-petites-questions-fou.html
fr;fr_bebe_est_la;"""la beaute""  ca compte beaucoup pour vous ?";candialapraline;2013-05-30;2013-05-30;0;0;41;65;397;http://forum.aufeminin.com/forum/matern2/__f741697_matern2--la-beaute-ca-compte-beaucoup-pour-vous.html
