lang;forum;title;original_author;start_date;end_date;range;time;nb_authors;nb_replies;avg_post_length;url
fr;attendre bebe;Enfin jour j arriv_ !!!;sophiesacha1;12/06/12;12/06/12;0;1;1;2;580;http://forum.aufeminin.com/forum/matern1/__f559833_matern1-Enfin-jour-j-arrive.html
fr;attendre bebe;mon accouchement pour celles qui me suivent;ptibout2mai;08/06/12;08/06/12;0;1;8;13;511;http://forum.aufeminin.com/forum/matern1/__f559599_matern1--saut-girl-bravo-mon-accouchement-pour-celles-qui-me-suivent-super.html
fr;attendre bebe;Petite question?;amelie6281;11/06/12;11/06/12;0;1;0;1;0;http://forum.aufeminin.com/forum/matern1/__f559807_matern1-Petite-question.html
fr;bebe est la;Sport sans r_education p_rin_al ?;sksi2;12/06/13;12/06/13;0;1;6;7;304;http://forum.aufeminin.com/forum/matern2/__f743634_matern2-Sport-sans-reeducation-perineal.html
fr;bebe est la;Combien de temps après une c_sarienne pour une nouvelle grossesse??;gwena5628;11/06/13;11/06/13;0;1;4;5;308;http://forum.aufeminin.com/forum/matern2/__f743439_matern2-Combien-de-temps-apres-une-cesarienne-pour-une-nouvelle-grossesse.html
fr;bebe est la;En g_n_ral, c'est long un d_clenchement;leslietben;15/04/13;15/04/13;0;1;1;2;76;http://forum.aufeminin.com/forum/matern2/__f734998_matern2-En-general-c-est-long-un-declenchement.html
fr;bebe est la;Avez vous fait un cadeau ˆ votre ain_ ˆ la naissance de votre deuxieme enfant?;1missdiorcherie58;13/06/13;13/06/13;0;1;31;48;226;http://forum.aufeminin.com/forum/matern2/__f743739_matern2-Avez-vous-fait-un-cadeau-a-votre-aine-a-la-naissance-de-votre-deuxieme-enfant.html
fr;bebe est la;J'ai vu un miracle de la nature !!!;butterfly2231;13/06/13;13/06/13;0;1;26;48;92;http://forum.aufeminin.com/forum/matern2/__f743738_matern2-J-ai-vu-un-miracle-de-la-nature-love.html
fr;bebe est la;222 en mai, les f_vriettes font ce qui leur pla”t   222;7887060913;03/05/13;03/05/13;0;1;14;308;493;http://forum.aufeminin.com/forum/matern2/__f737681_matern2-222-en-mai-les-fevriettes-font-ce-qui-leur-plait-mrgreen-222.html
fr;bebe est la;Dilemme avec meilleure amie!    (long!);vanessetseb;12/06/13;12/06/13;0;1;15;33;233;http://forum.aufeminin.com/forum/matern2/__f743582_matern2-Dilemme-avec-meilleure-amie-long.html
fr;bebe est la;Pose d'un st_rilet en cuivre : besoin de vos avis et exp_riences;lou1979;11/06/13;11/06/13;0;1;15;20;274;http://forum.aufeminin.com/forum/matern2/__f743366_matern2-Pose-d-un-sterilet-en-cuivre-besoin-de-vos-avis-et-experiences.html
fr;bebe est la;Qui a / a eu / pourrait avoir un gyn_co homme ou un sage-femme;00zelda00;11/06/13;11/06/13;0;1;101;116;265;http://forum.aufeminin.com/forum/matern2/__f743391_matern2-Qui-a-a-eu-pourrait-avoir-un-gyneco-homme-ou-un-sage-femme.html
fr;bebe est la;La maternit_, la neonatalogie...pas partout pareil...ça fait peur!;picleretour;16/04/13;16/04/13;0;1;7;10;511;http://forum.aufeminin.com/forum/matern2/__f735271_matern2-La-maternite-la-neonatalogie-pas-partout-pareil-ca-fait-peur.html
fr;bebe est la;Apparition d'une boule molle sur le cr‰ne;ailledi;01/03/03;02/03/03;1;2;5;8;195;http://forum.aufeminin.com/forum/matern2/__f31815_matern2-Apparition-d-une-boule-molle-sur-le-crane.html
fr;bebe est la;D_clenchement et b_b_ très bas, ça va plus vite;0000vanessa0000;04/06/13;04/06/13;0;1;4;5;211;http://forum.aufeminin.com/forum/matern2/__f742371_matern2-Declenchement-et-bebe-tres-bas-ca-va-plus-vite.html
fr;bebe est la;Quand disparait le trait noir sur le ventre?;yoplait6;08/06/07;02/06/13;2186;2187;9;10;158;http://forum.aufeminin.com/forum/matern2/__f233403_matern2-Quand-disparait-le-trait-noir-sur-le-ventre.html
fr;bebe est la;En 2012  les impatientes de 2011 , moins nombreuses mais toutes aussi heureuses !!!;babyplatys;31/05/12;31/05/12;0;1;9;1031;1176;http://forum.aufeminin.com/forum/matern2/__f677338_matern2-En-2012-les-impatientes-de-2011-moins-nombreuses-mais-toutes-aussi-heureuses.html
fr;bebe est la;post des aufiennes enceintes;galoupete13;28/05/13;28/05/13;0;1;22;283;194;http://forum.aufeminin.com/forum/matern2/__f741288_matern2--love-love-lover-lover-post-des-aufiennes-enceintes-lover-lover-love-love.html
fr;bebe est la;Punaise, que je me sens;nouvelleessayeuse;09/06/13;09/06/13;0;1;4;14;310;http://forum.aufeminin.com/forum/matern2/__f743060_matern2-Punaise-que-je-me-sens.html
fr;bebe est la;Invit_e ˆ un mariage avec un b_b_ d'une semaine, vous irirez;0000vanessa0000;07/06/13;07/06/13;0;1;45;51;202;http://forum.aufeminin.com/forum/matern2/__f742829_matern2-Invitee-a-un-mariage-avec-un-bebe-d-une-semaine-vous-irirez.html
fr;bebe est la;Les maternelles de ce matin (p_ridurale) je viens de comprendre un truc!!!!;keepgoingschloupette;06/06/13;06/06/13;0;1;17;49;224;http://forum.aufeminin.com/forum/matern2/__f742682_matern2-Les-maternelles-de-ce-matin-peridurale-je-viens-de-comprendre-un-truc.html
fr;bebe est la;Faites-vous partie des 93% qui ne font pas de r__ducation ?;perineer1;02/06/13;02/06/13;0;1;13;18;276;http://forum.aufeminin.com/forum/matern2/__f742131_matern2-Faites-vous-partie-des-93-qui-ne-font-pas-de-reeducation.html
fr;bebe est la;Y'en a qui ont eu un d_clenchement après une c_sa ?;koco00;03/06/13;04/06/13;1;2;8;20;307;http://forum.aufeminin.com/forum/matern2/__f742256_matern2-Y-en-a-qui-ont-eu-un-declenchement-apres-une-cesa.html
fr;bebe est la;B_b_s de novembre et d_cembre 2012;leane78300;08/02/13;09/02/13;1;2;7;73;365;http://forum.aufeminin.com/forum/matern2/__f724422_matern2-Bebes-de-novembre-et-decembre-2012.html
fr;bebe est la;Bander le ventre après l'accouchement pour l'aider ˆ se resserer?;ninougne31;03/06/13;03/06/13;0;1;14;28;299;http://forum.aufeminin.com/forum/matern2/__f742184_matern2-Bander-le-ventre-apres-l-accouchement-pour-l-aider-a-se-resserer.html
fr;bebe est la;C_sarienne et retour ˆ la maison;kokope;01/06/13;01/06/13;0;1;16;19;304;http://forum.aufeminin.com/forum/matern2/__f741958_matern2-Cesarienne-et-retour-a-la-maison.html
fr;bebe est la;Emission babyboom, c'est quoi ces r_flexions minables???;Dendappa;02/06/13;02/06/13;0;1;13;50;210;http://forum.aufeminin.com/forum/matern2/__f742121_matern2-Emission-babyboom-c-est-quoi-ces-reflexions-minables.html
fr;bebe est la;J'ai peur;fleurdecoton26;01/06/13;01/06/13;0;1;11;14;535;http://forum.aufeminin.com/forum/matern2/__f742054_matern2-J-ai-peur.html
fr;bebe est la;Uterus artificiel    temoignages;onestdesmoutons;01/06/13;01/06/13;0;1;12;29;157;http://forum.aufeminin.com/forum/matern2/__f742016_matern2-Uterus-artificiel-shock-temoignages-arrow.html
fr;bebe est la;je sais pas ce qu'il me manque;lapositiveattendunbb;30/05/13;30/05/13;0;1;25;66;151;http://forum.aufeminin.com/forum/matern2/__f741726_matern2--shy-je-sais-pas-ce-qu-il-me-manque-roll-shy.html
fr;bebe est la;sondage    vous avez perdu les eaux ?;lapositiveattendunbb;31/05/13;31/05/13;0;1;83;93;247;http://forum.aufeminin.com/forum/matern2/__f741843_matern2--sondage-mrgreen-vous-avez-perdu-les-eaux-mrgreen.html
fr;bebe est la;lanna est n_e;enformationdanslesocial;27/05/13;27/05/13;0;1;38;47;53;http://forum.aufeminin.com/forum/matern2/__f741165_matern2--love-lanna-est-nee-love.html
fr;bebe est la;A celles qui ont d_pass_ le terme pour bb1;0000vanessa0000;31/05/13;31/05/13;0;1;12;13;111;http://forum.aufeminin.com/forum/matern2/__f741819_matern2-A-celles-qui-ont-depasse-le-terme-pour-bb1-kikou.html
fr;bebe est la;Dernier mois de grossesse : 2 petites questions;koco00;30/05/13;30/05/13;0;1;8;10;276;http://forum.aufeminin.com/forum/matern2/__f741802_matern2-Dernier-mois-de-grossesse-2-petites-questions-fou.html
fr;bebe est la;"""la beaute""  ca compte beaucoup pour vous ?";candialapraline;30/05/13;30/05/13;0;1;41;66;397;http://forum.aufeminin.com/forum/matern2/__f741697_matern2--la-beaute-ca-compte-beaucoup-pour-vous.html
fr;bebe est la;post des aufiennes enceintes;galoupete13;08/04/13;08/04/13;0;1;42;1099;224;http://forum.aufeminin.com/forum/matern2/__f734051_matern2--love-love-lover-lover-post-des-aufiennes-enceintes-lover-lover-love-love.html
fr;bebe est la;Question hystero-salpingographie;9,19E+13;28/05/13;28/05/13;0;1;31;82;252;http://forum.aufeminin.com/forum/matern2/__f741435_matern2-Question-hystero-salpingographie.html
fr;bebe est la;Pourquoi cette  peur  de la cesarienne ?;dine3579;29/05/13;29/05/13;0;1;15;19;327;http://forum.aufeminin.com/forum/matern2/__f741556_matern2-Pourquoi-cette-peur-de-la-cesarienne.html
fr;bebe est la;Si ca interesse quelqu'un;sachaetgabin;28/05/13;28/05/13;0;1;30;41;79;http://forum.aufeminin.com/forum/matern2/__f741307_matern2-Si-ca-interesse-quelqu-un-d.html
fr;bebe est la;Serieusement,ca fait mal de se faire enlever un surjet ( cesarienne)?;enformationdanslesocial;28/05/13;28/05/13;0;1;6;13;128;http://forum.aufeminin.com/forum/matern2/__f741282_matern2-Serieusement-ca-fait-mal-de-se-faire-enlever-un-surjet-cesarienne.html
fr;bebe est la;Seule avec un b_b_ de un mois;mimounette471;28/05/13;28/05/13;0;1;3;4;827;http://forum.aufeminin.com/forum/matern2/__f741437_matern2-Seule-avec-un-bebe-de-un-mois.html
fr;bebe est la;Mise en situation : vous avez un projet de grossesse et des kilos en trop;leprintemps2013;28/05/13;28/05/13;0;1;18;25;171;http://forum.aufeminin.com/forum/matern2/__f741375_matern2-Mise-en-situation-vous-avez-un-projet-de-grossesse-et-des-kilos-en-trop-fou.html
fr;bebe est la;qqun a des nouvelles de enformationdanslesocial;chrichri2704;22/05/13;23/05/13;1;2;8;14;112;http://forum.aufeminin.com/forum/matern2/__f740467_matern2--arrow-qqun-a-des-nouvelles-de-enformationdanslesocial.html
fr;bebe est la;De quoi aviez vous le plus peur en accouchant .....????;bebeisa95;03/05/13;03/05/13;0;1;56;61;234;http://forum.aufeminin.com/forum/matern2/__f737739_matern2-De-quoi-aviez-vous-le-plus-peur-en-accouchant.html
fr;bebe est la;Jumeaux : vous accoucheriez dans une clinique de niveau 1 ?;very1parfaite;27/05/13;27/05/13;0;1;7;30;173;http://forum.aufeminin.com/forum/matern2/__f741255_matern2-Jumeaux-vous-accoucheriez-dans-une-clinique-de-niveau-1.html
fr;bebe est la;Sondage : vous êtes parties ˆ la maternit_ le jour ou la nuit;leslietben;27/05/13;27/05/13;0;1;57;62;182;http://forum.aufeminin.com/forum/matern2/__f741154_matern2-Sondage-vous-etes-parties-a-la-maternite-le-jour-ou-la-nuit-d.html
fr;bebe est la;T_moignages : mon p_rin_e et moi;LequipeauFeminin;29/03/13;29/03/13;0;1;16;19;474;http://forum.aufeminin.com/forum/matern2/__f732479_matern2-Temoignages-mon-perinee-et-moi.html
fr;bebe est la;Qui a un enfant  qui a des cicatrices;candialapraline;25/05/13;25/05/13;0;1;9;12;408;http://forum.aufeminin.com/forum/matern2/__f740950_matern2-Qui-a-un-enfant-qui-a-des-cicatrices.html
fr;bebe est la;Devinez dans quel magazine alakon j'ai lu ça :;pimpanicaille2;23/05/13;23/05/13;0;1;20;55;177;http://forum.aufeminin.com/forum/matern2/__f740603_matern2-Devinez-dans-quel-magazine-alakon-j-ai-lu-ca.html
fr;bebe est la;Qui peut m'en dire plus sur la pr_-eclampsie ?;koco00;21/05/13;21/05/13;0;1;6;13;359;http://forum.aufeminin.com/forum/matern2/__f740285_matern2-Qui-peut-m-en-dire-plus-sur-la-pre-eclampsie.html
fr;bebe est la;Un seul enfant ?;chouchou01081990;22/05/13;22/05/13;0;1;22;60;395;http://forum.aufeminin.com/forum/matern2/__f740344_matern2-Un-seul-enfant.html
fr;bebe est la;Vous avez toutes des monitoring en fin de grossesse;0000vanessa0000;20/05/13;20/05/13;0;1;10;12;135;http://forum.aufeminin.com/forum/matern2/__f740113_matern2-Vous-avez-toutes-des-monitoring-en-fin-de-grossesse.html
fr;bebe est la;Adalate retard vous connaissez? pour contractions...;titounette888;20/05/13;20/05/13;0;1;4;10;73;http://forum.aufeminin.com/forum/matern2/__f740075_matern2-Adalate-retard-vous-connaissez-pour-contractions.html
fr;bebe est la;Comment parler de ma fausse couche ˆ mon fils?;liloue23;20/05/13;20/05/13;0;1;10;22;733;http://forum.aufeminin.com/forum/matern2/__f740024_matern2-Comment-parler-de-ma-fausse-couche-a-mon-fils.html
fr;bebe est la;"Vous aviez senti que votre ventre etait ""bas""";ninougne31;17/05/13;17/05/13;0;1;5;6;239;http://forum.aufeminin.com/forum/matern2/__f739753_matern2-Vous-aviez-senti-que-votre-ventre-etait-bas.html
fr;bebe est la;Comment avez vous organis_ vos 30 ans / ou ceux du conjoint / ou un autre anniversaire ?;zestedagrumes;16/05/13;16/05/13;0;1;11;19;355;http://forum.aufeminin.com/forum/matern2/__f739482_matern2-Comment-avez-vous-organise-vos-30-ans-ou-ceux-du-conjoint-ou-un-autre-anniversaire.html
fr;bebe est la;Si ˆ la dernière _cho la tête _tait en bas .....;bbavril1;17/05/13;17/05/13;0;1;5;7;287;http://forum.aufeminin.com/forum/matern2/__f739606_matern2-Si-a-la-derniere-echo-la-tete-etait-en-bas.html
fr;bebe est la;L'adoption;lespalmiers;15/05/13;16/05/13;1;2;6;8;287;http://forum.aufeminin.com/forum/matern2/__f739400_matern2-L-adoption.html
fr;bebe est la;Maintenant je veux toutes vous remercier...;thesmellofblue;15/05/13;15/05/13;0;1;17;25;207;http://forum.aufeminin.com/forum/matern2/__f739326_matern2-Maintenant-je-veux-toutes-vous-remercier.html
fr;bebe est la;Vos hommes aiment/assument leur r™le de père?;oldgorgio;15/05/13;15/05/13;0;1;42;63;441;http://forum.aufeminin.com/forum/matern2/__f739332_matern2-Vos-hommes-aiment-assument-leur-role-de-pere.html
fr;bebe est la;Ca va pas ,j'ai l'impression de sombrer;dellphine02;15/05/13;15/05/13;0;1;2;6;397;http://forum.aufeminin.com/forum/matern2/__f739380_matern2-Ca-va-pas-j-ai-l-impression-de-sombrer-triste.html
fr;bebe est la;j'peux vous saouler avec un autre sondage statistique ?;lapositiveattendunbb;14/05/13;14/05/13;0;1;38;99;93;http://forum.aufeminin.com/forum/matern2/__f739225_matern2--mrgreen-j-peux-vous-saouler-avec-un-autre-sondage-statistique-mrgreen-mrgreen.html
fr;bebe est la;39sa aujourd hui ,jai hate;enformationdanslesocial;15/05/13;15/05/13;0;1;1;2;19;http://forum.aufeminin.com/forum/matern2/__f739272_matern2-39sa-aujourd-hui-jai-hate-love.html
fr;bebe est la;J'y arrive pas avec mon b_b_.....;barbaracaylah;09/05/13;09/05/13;0;1;28;40;573;http://forum.aufeminin.com/forum/matern2/__f738557_matern2-J-y-arrive-pas-avec-mon-bebe.html
fr;bebe est la;Bonjours les filles !!!;alicedu13or;14/05/13;14/05/13;0;1;2;4;285;http://forum.aufeminin.com/forum/matern2/__f739129_matern2-Bonjours-les-filles-d.html
fr;bebe est la;Je suis en stresse je panique a fond la;lazenwoman;11/05/13;11/05/13;0;1;17;39;184;http://forum.aufeminin.com/forum/matern2/__f738728_matern2-Je-suis-en-stresse-je-panique-a-fond-la-triste.html
fr;bebe est la;j'ai une question pour celles qui ont accouch_ sans p_ri ?;lapositiveattendunbb;08/05/13;08/05/13;0;1;76;175;321;http://forum.aufeminin.com/forum/matern2/__f738430_matern2--mrgreen-j-ai-une-question-pour-celles-qui-ont-accouche-sans-peri-mrgreen-mrgreen.html
fr;bebe est la;Fut******** jai mal au dos,lundi je tel a l'osteo mais en attendant;enformationdanslesocial;10/05/13;10/05/13;0;1;0;1;0;http://forum.aufeminin.com/forum/matern2/__f738662_matern2-Fut-jai-mal-au-dos-lundi-je-tel-a-l-osteo-mais-en-attendant.html
fr;bebe est la;les octobrettes 2012 enfin mamans;chrislafee77;11/11/12;11/11/12;0;1;59;2189;397;http://forum.aufeminin.com/forum/matern2/__f708166_matern2--bebe-les-octobrettes-2012-enfin-mamans-bb.html
fr;bebe est la;A celles qui ont _t_ d_clench_e;0000vanessa0000;09/05/13;09/05/13;0;1;26;31;428;http://forum.aufeminin.com/forum/matern2/__f738493_matern2-A-celles-qui-ont-ete-declenchee-kikou-kikou.html
fr;bebe est la;Bebe n_ hypotrophe;sgoncalves21;07/05/13;08/05/13;1;2;5;12;679;http://forum.aufeminin.com/forum/matern2/__f738201_matern2-Bebe-ne-hypotrophe.html
fr;bebe est la;40 sa + 4...;booub84;03/05/13;03/05/13;0;1;21;45;163;http://forum.aufeminin.com/forum/matern2/__f737687_matern2-40-sa-4.html
fr;bebe est la;Saignements durant la grossesse;jolicoeur1982;08/05/13;08/05/13;0;1;13;17;424;http://forum.aufeminin.com/forum/matern2/__f738394_matern2-Saignements-durant-la-grossesse.html
fr;bebe est la;"Ca a march_ pour vous la methode ""a l'italienne ""?";enformationdanslesocial;07/05/13;07/05/13;0;1;25;35;126;http://forum.aufeminin.com/forum/matern2/__f738274_matern2-Ca-a-marche-pour-vous-la-methode-a-l-italienne-fou.html
fr;bebe est la;Kyste ovarien, endom_trite, geu...;miousicblue;07/05/13;07/05/13;0;1;6;10;328;http://forum.aufeminin.com/forum/matern2/__f738264_matern2-Kyste-ovarien-endometrite-geu.html
fr;bebe est la;Complications grossesse g_mellaire...;jolicoeur1982;06/05/13;06/05/13;0;1;20;31;217;http://forum.aufeminin.com/forum/matern2/__f738108_matern2-Complications-grossesse-gemellaire.html
fr;bebe est la;Je vais être d_clench_;cmoikidecide;07/05/13;07/05/13;0;1;23;31;250;http://forum.aufeminin.com/forum/matern2/__f738181_matern2-Je-vais-etre-declenche-triste.html
fr;bebe est la;J'avais tout prevue,et non,cesarienne repoussee au dernier moment;enformationdanslesocial;07/05/13;07/05/13;0;1;4;14;119;http://forum.aufeminin.com/forum/matern2/__f738211_matern2-J-avais-tout-prevue-et-non-cesarienne-repoussee-au-dernier-moment.html
fr;bebe est la;Je me suis fait poser un st_rilet;lespalmiers;07/05/13;07/05/13;0;1;4;9;218;http://forum.aufeminin.com/forum/matern2/__f738153_matern2-Je-me-suis-fait-poser-un-sterilet.html
fr;bebe est la;Figurez vous que d 'un coup,jai peur;enformationdanslesocial;04/05/13;04/05/13;0;1;3;5;215;http://forum.aufeminin.com/forum/matern2/__f737921_matern2-Figurez-vous-que-d-un-coup-jai-peur-larme-fou.html
fr;bebe est la;Hypertension et grossesse;koco00;04/05/13;04/05/13;0;1;6;12;253;http://forum.aufeminin.com/forum/matern2/__f737858_matern2-Hypertension-et-grossesse.html
fr;bebe est la;Help;nouvelleessayeuse;04/05/13;04/05/13;0;1;2;4;346;http://forum.aufeminin.com/forum/matern2/__f737862_matern2-Help-triste.html
fr;bebe est la;Help diabète gesta super fort;therabbit;02/05/13;02/05/13;0;1;9;37;324;http://forum.aufeminin.com/forum/matern2/__f737552_matern2-Help-diabete-gesta-super-fort.html
fr;bebe est la;222 en avril, les f_vriettes ont du style  222;7887060913;01/04/13;01/04/13;0;1;19;561;504;http://forum.aufeminin.com/forum/matern2/__f732773_matern2-222-en-avril-les-fevriettes-ont-du-style-lol-222.html
fr;bebe est la;Vous aves fait quoi le jour de votre terme?;cmoikidecide;02/05/13;02/05/13;0;1;29;38;254;http://forum.aufeminin.com/forum/matern2/__f737508_matern2-Vous-aves-fait-quoi-le-jour-de-votre-terme.html
fr;bebe est la;Otez moi d'un doute    question aux expatri_s ou ˆ celles qui ont la r_ponses;cmoikidecide;02/05/13;02/05/13;0;1;7;10;316;http://forum.aufeminin.com/forum/matern2/__f737551_matern2-Otez-moi-d-un-doute-question-aux-expatries-ou-a-celles-qui-ont-la-reponses.html
fr;bebe est la;avril chez les mamexpats : venez papoter!;maimona2;04/04/13;05/04/13;1;2;8;48;939;http://forum.aufeminin.com/forum/matern2/__f733262_matern2--lover-avril-chez-les-mamexpats-venez-papoter-lover-run.html
fr;bebe est la;Scanner du bassin;pilou485;02/05/13;02/05/13;0;1;4;10;205;http://forum.aufeminin.com/forum/matern2/__f737572_matern2-Scanner-du-bassin.html
fr;bebe est la;***assistante maternelle qui r_pond ˆ vos questions***;almavi;17/04/05;17/04/05;0;1;209;472;368;http://forum.aufeminin.com/forum/matern2/__f100669_matern2--assistante-maternelle-qui-repond-a-vos-questions.html
fr;bebe est la;Vous vous etes ras_ avant la cesarienne ?;enformationdanslesocial;01/05/13;02/05/13;1;2;9;11;113;http://forum.aufeminin.com/forum/matern2/__f737495_matern2-Vous-vous-etes-rase-avant-la-cesarienne-fou-mrgreen.html
fr;bebe est la;D_clenchement pour d_passement terme;susanna86;30/04/13;30/04/13;0;1;10;17;321;http://forum.aufeminin.com/forum/matern2/__f737258_matern2-Declenchement-pour-depassement-terme.html
fr;bebe est la;Avoir un deuxieme enfant;didine6900;26/04/13;26/04/13;0;1;5;9;600;http://forum.aufeminin.com/forum/matern2/__f736583_matern2-Avoir-un-deuxieme-enfant.html
fr;bebe est la;Question slips jetables pour la mater ! svp;bbavril1;27/04/13;27/04/13;0;1;23;37;263;http://forum.aufeminin.com/forum/matern2/__f736830_matern2-Question-slips-jetables-pour-la-mater-svp-mrgreen.html
fr;bebe est la;Vêtements b_b_ : dois-je prendre du 1 mois ou du naissance;0000vanessa0000;23/04/13;23/04/13;0;1;23;30;234;http://forum.aufeminin.com/forum/matern2/__f736084_matern2-Vetements-bebe-dois-je-prendre-du-1-mois-ou-du-naissance.html
fr;bebe est la;Duphaston et 1er jour du cycle ?!?;quoli57;25/04/13;25/04/13;0;1;6;11;209;http://forum.aufeminin.com/forum/matern2/__f736513_matern2-Duphaston-et-1er-jour-du-cycle.html
fr;bebe est la;Pourquoi une deuxième c_sarienne ?;nouvelleessayeuse;26/04/13;26/04/13;0;1;7;15;437;http://forum.aufeminin.com/forum/matern2/__f736658_matern2-Pourquoi-une-deuxieme-cesarienne.html
fr;bebe est la;"Cesarienne    quoi je vous ""saoul""";enformationdanslesocial;26/04/13;26/04/13;0;1;12;16;524;http://forum.aufeminin.com/forum/matern2/__f736644_matern2-Cesarienne-mrgreen-quoi-je-vous-saoul-mrgreen.html
fr;bebe est la;Aux pro de la psycologie enfantine ( enfant de 2 ans et demi) ,a l'aide;enformationdanslesocial;26/04/13;26/04/13;0;1;7;10;912;http://forum.aufeminin.com/forum/matern2/__f736591_matern2-Aux-pro-de-la-psycologie-enfantine-enfant-de-2-ans-et-demi-a-l-aide-triste.html
fr;bebe est la;racontez moi vos cesariennes programm_es svp?;enformationdanslesocial;25/04/13;25/04/13;0;1;6;8;721;http://forum.aufeminin.com/forum/matern2/__f736553_matern2--lover-racontez-moi-vos-cesariennes-programmees-svp-lover.html
fr;bebe est la;Pour celles qui suivent :  j'aurais une cesarienne dans 3semaines;enformationdanslesocial;24/04/13;25/04/13;1;2;12;27;127;http://forum.aufeminin.com/forum/matern2/__f736405_matern2-Pour-celles-qui-suivent-j-aurais-une-cesarienne-dans-3semaines.html
fr;bebe est la;Feriez vous mere porteuse?;lachevredemonsieurseguin;24/04/13;24/04/13;0;1;49;66;199;http://forum.aufeminin.com/forum/matern2/__f736360_matern2-Feriez-vous-mere-porteuse.html
fr;bebe est la;Dites ?;lapositiveattendunbb;22/04/13;22/04/13;0;1;28;117;189;http://forum.aufeminin.com/forum/matern2/__f736044_matern2-Dites-mrgreen-mrgreen.html
fr;bebe est la;Douleurs cicatrice c_sa;lilliev82;23/04/13;23/04/13;0;1;3;4;370;http://forum.aufeminin.com/forum/matern2/__f736196_matern2-Douleurs-cicatrice-cesa.html
fr;bebe est la;Euh y'a des vid_os chelous sur youtube;johnpaulgeorgeringo;21/04/13;21/04/13;0;1;35;95;154;http://forum.aufeminin.com/forum/matern2/__f735833_matern2-Euh-y-a-des-videos-chelous-sur-youtube-shock.html
fr;bebe est la;Pour me faire du bien : venez me raconter vos petits bonheurs;pimpanicaille2;20/04/13;20/04/13;0;1;26;67;248;http://forum.aufeminin.com/forum/matern2/__f735688_matern2-Pour-me-faire-du-bien-venez-me-raconter-vos-petits-bonheurs.html
fr;bebe est la;Les filles qui ont accouch_ d'un bebe de +de 4kg ,les doc vous ont fait peur aussi?;enformationdanslesocial;20/04/13;20/04/13;0;1;23;32;405;http://forum.aufeminin.com/forum/matern2/__f735719_matern2-Les-filles-qui-ont-accouche-d-un-bebe-de-de-4kg-les-doc-vous-ont-fait-peur-aussi.html
fr;bebe est la;"Accoucher près d'une ""mauvaise date"" . vous avez g_r_ comment?";ninougne31;19/04/13;19/04/13;0;1;20;26;515;http://forum.aufeminin.com/forum/matern2/__f735567_matern2-Accoucher-pres-d-une-mauvaise-date-vous-avez-gere-comment.html
fr;bebe est la;Bon c'esr mou du genou ce soir sur auf...;galoupete13;12/03/13;12/03/13;0;1;22;95;76;http://forum.aufeminin.com/forum/matern2/__f729660_matern2-Bon-c-esr-mou-du-genou-ce-soir-sur-auf.html
fr;bebe est la;Le poste a misere..... aller on vide son sac;psycho2comptoir;18/04/13;18/04/13;0;1;53;84;282;http://forum.aufeminin.com/forum/matern2/__f735487_matern2-Le-poste-a-misere-aller-on-vide-son-sac.html
fr;bebe est la;"sondage    maman de 3 enfants (sans jumeaux) ou plus (avec jumeaux  ) ;-";lapositiveattendunbb;16/04/13;16/04/13;0;1;43;102;190;http://forum.aufeminin.com/forum/matern2/__f735259_matern2--mrgreen-sondage-mrgreen-maman-de-3-enfants-sans-jumeaux-ou-plus-avec-jumeaux-mrgreen.html
fr;bebe est la;Question mesure du bassin  apparament en dessous de la normal;enformationdanslesocial;15/04/13;15/04/13;0;1;4;12;319;http://forum.aufeminin.com/forum/matern2/__f735028_matern2-Question-mesure-du-bassin-mrgreen-apparament-en-dessous-de-la-normal-roll.html
fr;bebe est la;Vos achats selon vous indispensable?;doudrey974;15/04/13;15/04/13;0;1;16;42;322;http://forum.aufeminin.com/forum/matern2/__f735012_matern2-Vos-achats-selon-vous-indispensable.html
fr;bebe est la;Bon les   demain on sera fix_s fille ou garçon;galoupete13;14/04/13;14/04/13;0;1;51;169;71;http://forum.aufeminin.com/forum/matern2/__f734937_matern2-Bon-les-girl-demain-on-sera-fixes-fille-ou-garcon.html
fr;bebe est la;"les ""enceintes"", vos achats, vos envies...";enjoyyyy;13/04/13;13/04/13;0;1;21;63;459;http://forum.aufeminin.com/forum/matern2/__f734802_matern2--bb-les-enceintes-vos-achats-vos-envies-bb.html
fr;bebe est la;Les filles qui ont _t_ d_clench_es;joggeuse17;13/04/13;13/04/13;0;1;14;18;349;http://forum.aufeminin.com/forum/matern2/__f734772_matern2-Les-filles-qui-ont-ete-declenchees.html
fr;bebe est la;Je suis en pleurs ( enguelade avec ma mere encore);enformationdanslesocial;12/04/13;13/04/13;1;2;18;34;534;http://forum.aufeminin.com/forum/matern2/__f734711_matern2-Je-suis-en-pleurs-enguelade-avec-ma-mere-encore-triste.html
fr;bebe est la;Et celles qui ont ete declenchee pour depassement de terme,;enformationdanslesocial;13/04/13;13/04/13;0;1;7;9;128;http://forum.aufeminin.com/forum/matern2/__f734795_matern2-Et-celles-qui-ont-ete-declenchee-pour-depassement-de-terme-mrgreen.html
fr;bebe est la;Et un pr_nom qui commence comme celui de l'un des parents?;keepgoingschloupette;12/04/13;12/04/13;0;1;40;76;208;http://forum.aufeminin.com/forum/matern2/__f734690_matern2-Et-un-prenom-qui-commence-comme-celui-de-l-un-des-parents-arrow.html
